エリア,打率,気温(°C)
1,0.75,17.525
2,0.5,17.525
1,0.0,17.525
1,0.0,17.525
2,0.0,17.525
1,0.0,17.525
1,0.25,17.525
0,0.25,17.525
0,0.0,17.525
1,0.0,17.525
0,0.0,17.525
1,0.0,17.525
1,0.0,17.525
1,0.4,26.675
0,1.0,26.675
2,0.0,26.675
1,0.0,26.675
2,0.25,26.675
1,0.0,26.675
1,0.0,26.675
1,0.25,26.675
0,0.0,26.675
1,0.0,26.675
2,0.0,26.675
1,0.0,26.675
0,0.0,26.675
1,0.5,21.7
0,0.0,21.7
2,0.0,21.7
1,0.0,21.7
1,0.3333333333333333,21.7
0,0.0,21.7
2,0.25,21.7
1,0.0,21.7
1,0.0,21.7
1,0.25,21.7
0,0.4,21.7
1,0.0,21.7
1,0.0,21.7
1,0.0,21.7
1,0.5,30.880000000000003
1,0.25,30.880000000000003
1,0.0,30.880000000000003
0,0.0,30.880000000000003
2,0.25,30.880000000000003
1,0.3333333333333333,30.880000000000003
1,0.5,30.880000000000003
1,0.0,30.880000000000003
0,0.0,30.880000000000003
1,0.25,30.880000000000003
1,0.25,30.880000000000003
1,0.0,30.880000000000003
1,0.0,30.880000000000003
1,0.25,31.566666666666666
1,0.3333333333333333,31.566666666666666
0,0.0,31.566666666666666
2,0.25,31.566666666666666
1,0.0,31.566666666666666
1,0.0,31.566666666666666
0,0.0,31.566666666666666
1,0.5,31.566666666666666
1,0.3333333333333333,31.566666666666666
0,0.0,31.566666666666666
1,0.0,31.566666666666666
1,0.2,31.425
1,0.25,31.425
0,0.25,31.425
2,0.0,31.425
0,0.5,31.425
1,0.0,31.425
0,0.3333333333333333,31.425
1,0.6666666666666666,31.425
0,0.0,31.425
1,0.0,31.425
1,1.0,31.425
1,0.0,31.425
1,0.5,32.13333333333333
1,0.3333333333333333,32.13333333333333
0,0.25,32.13333333333333
1,0.25,32.13333333333333
2,0.0,32.13333333333333
0,0.0,32.13333333333333
1,0.25,32.13333333333333
1,0.25,32.13333333333333
1,0.0,32.13333333333333
1,0.0,32.13333333333333
1,0.0,32.13333333333333
1,0.2,31.3
1,0.2,31.3
0,0.3333333333333333,31.3
1,0.5,31.3
2,0.75,31.3
1,0.2,31.3
0,0.0,31.3
1,0.0,31.3
1,0.3333333333333333,31.3
1,0.0,31.3
1,1.0,31.3
1,0.25,30.8
1,0.6,30.8
0,0.6,30.8
1,0.25,30.8
2,0.3333333333333333,30.8
1,0.2,30.8
1,0.4,30.8
0,0.4,30.8
0,0.5,30.8
1,0.0,30.8
1,0.3333333333333333,29.775
1,0.6,29.775
0,0.4,29.775
1,0.0,29.775
2,0.0,29.775
1,0.25,29.775
0,0.3333333333333333,29.775
1,0.25,29.775
2,0.0,29.775
1,0.0,29.375
1,0.25,29.375
0,0.25,29.375
1,0.0,29.375
2,0.0,29.375
1,0.3333333333333333,29.375
0,0.25,29.375
1,0.0,29.375
1,0.5,29.375
1,0.0,29.375
1,0.5,29.375
1,0.6,19.825
1,0.0,19.825
0,0.0,19.825
1,0.0,19.825
1,0.0,19.825
2,0.6666666666666666,19.825
1,0.6666666666666666,19.825
1,0.25,19.825
1,0.0,19.825
1,0.0,19.825
1,0.0,19.825
1,0.0,22.675
1,0.25,22.675
0,0.0,22.675
1,0.25,22.675
2,0.5,22.675
1,0.0,22.675
1,0.3333333333333333,22.675
0,0.5,22.675
1,0.0,22.675
1,0.0,22.675
1,0.0,22.675
